country,cluster_final,income_level_mode
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Australia,1,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Austria,2,H
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bolivia,1,LM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Bosnia and Herz.,2,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Botswana,1,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Brazil,0,UM
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Burundi,0,L
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Canada,2,H
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Central African Rep.,0,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Chad,1,L
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Colombia,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Cuba,0,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
